label,value
Madhani Circle (BEST),"19.25749797,72.97818996"
Madhav Nagar (Wadala-W) (BEST),"19.011884,72.854349"
Madhuban Society (BEST),"19.224011,72.836401"
Madhur Colony (Malad-W) (BEST),"19.179249,72.838783"
Madhushree Mira Road (BEST),"19.271051,72.867788"
Madina Manzil (Malad-W) (BEST),"19.172035,72.845225"
Madkebuwa Chowk (Parel) (BEST),"19.004386,72.841038"
Mafatlal Mill (BEST),"18.979813,72.840847"
Mafatlal Park (BEST),"18.973472,72.805763"
Mafco Market (Sanpada) (BEST),"19.070332,73.009101"
Magathane (Metro),"19.21801403,72.86653748"
Magathane Depot (BEST),"19.220587,72.865933"
Magathane Telephone Exchange (BEST),"19.216034,72.867048"
Mahalaxmi (Local-WR),"18.98205628,72.82412686"
Mahalaxmi Mandir (Deonar) (BEST),"19.046863,72.91965"
Mahalaxmi Nagar (VVMT),"19.35578681,72.85763104"
"Mahalaxmi Race Course, Zenith House (BEST)","18.979708,72.820297"
Mahalaxmi Station (BEST),"18.983397,72.824481"
Mahalaxmi Temple (BEST),"18.976465,72.808287"
Mahananda Dairy (BEST),"19.149574,72.856115"
"Mahant Road, Vile Parle (E) (BEST)","19.100282,72.852088"
Mahapalika Pumping Centre (Malvani) (BEST),"19.18353333,72.82445"
Mahape Naka (BEST),"19.113406,73.008734"
"Mahapour Niwas, Shivaji Park (BEST)","19.028794,72.83761"
Maharaj Bhavan (BEST),"19.137812,72.856389"
Maharana Pratap Chowk (Mazgaon) (BEST),"18.968385,72.840532"
Maharana Pratap Chowk (Mulund Check Naka-W) (BEST),"19.184312,72.954283"
"Maharana Pratap Chowk (Mulund-W), R Mall (BEST)","19.183671,72.952562"
"Maharana Pratap Chowk, Mazgaon Post Office (BEST)","18.971411,72.840539"
"Maharashtra College, Alexandra Cinema (BEST)","18.967292,72.827353"
Maharashtra Kata (Saki Naka) (BEST),"19.103046,72.888864"
Maharashtra Nagar (Bandra-E) (BEST),"19.064732,72.851617"
Maharashtra Nagar (Bhandup-W) (BEST),"19.139871,72.928382"
Maharashtra Nagar (Borivali -W) (BEST),"19.228682,72.851282"
"Maharashtra Nagar (Kandivali-W), Yadav Nagar (BEST)","19.206971,72.83338"
Maharashtra Nagar (Mankhurd) (BEST),"19.051699,72.937738"
Maharashtra Nagar (Thane) (BEST),"19.2285,72.96813333"
"Maharashtra Nature Park, P.M.G.P Colony (Dharavi) (BEST)","19.051801,72.861696"
Maharashtra State Co-Operative Bank (BEST),"19.070162,73.002355"
Maharashtra Weight Bridge (Sion) (BEST),"19.05381,72.867984"
Maharshi Arvind Chowk (Mulund-W) (BEST),"19.175883,72.951536"
Mahatma Gandhi Hospital (Parel) (BEST),"18.997384,72.840359"
"Mahatma Gandhi Hospital, Panvel Naka (BEST)","19.018958,73.104927"
Mahatma Gandhi Swimming Pool (Kandivali-W) (BEST),"19.205379,72.844251"
Mahatma Gandhi Vidyalaya (Jogeshwari-W) (BEST),"19.143355,72.83668"
Mahatma Jyotiba Phule Chowk (Mulund-W) (BEST),"19.173162,72.934727"
Mahatma Phule Bhavan (Vidya Nagari) (BEST),"19.069198,72.856954"
Mahatma Phule Market (Crawford Market) (BEST),"18.947169,72.835392"
Mahavir Nagar (Kandivli-W) (BEST),"19.21195197,72.83963299"
Mahavir Nagar -Extension (Kandivli-W) (BEST),"19.215665,72.838813"
"Mahavir Nagar Extension (Kandivli-W), Parijat Society (BEST)","19.214392,72.839509"
Mahavishnu Mandir (BEST),"19.26521,72.875781"
"Mahavishnu, Samrat Hotel (BEST)","19.265219,72.875363"
Maheshwari Udyan (Kings Circle) (BEST),"19.027468,72.85546"
Mahila Sangh (Vile Parle-E) (BEST),"19.106904,72.852017"
Mahim (BEST),"19.040948,72.840936"
Mahim (Local-WR),"19.0406658,72.8469998"
Mahim (Paradise) (BEST),"19.040388,72.841383"
Mahim Bus Station (BEST),"19.043143,72.841903"
Mahim Koliwada (BEST),"19.045888,72.838548"
Mahim Machhimar Nagar (BEST),"19.046334,72.843763"
Mahim Phatak (BEST),"19.044618,72.844629"
Mahim Station (W) (BEST),"19.039181,72.84696"
Mahindra Company Gate (B.H.A.D. Colony) (BEST),"19.205608,72.865646"
Mahindra Gate No.4 (BEST),"19.200418,72.87552"
Mahul Market (BEST),"19.015388,72.890412"
Mahul Village (BEST),"19.014024,72.890365"
Main Pump House (Aarey Colony) (BEST),"19.139603,72.880303"
Maitreyee Society (BEST),"19.174123,72.881228"
Maitri Park (BEST),"19.049669,72.905019"
Majas Depot (BEST),"19.139262,72.86537"
Majestic Cinema (BEST),"18.955107,72.819225"
Majiwada (BEST),"19.214313,72.977524"
Maker Tower (BEST),"18.916232,72.817616"
Makhamali Talao (BEST),"19.198441,72.971712"
Malad  (West) (Metro),"19.21454535,72.83738994"
Malad (Local-WR),"19.1861367,72.84886784"
Malad Depot (BEST),"19.184098,72.835119"
Malad Post Office (BEST),"19.179464,72.85023"
"Malad Station (E), Poddar Park (BEST)","19.186854,72.850187"
Malad Station (W) (BEST),"19.187963,72.847286"
Malati Cottage (BEST),"19.163184,72.789549"
Malavli (Local-Pune-Lnl),"18.74445876,73.48124298"
Malbar Hill Police Station (BEST),"18.94986,72.799386"
Mallet Bunder (BEST),"18.958045,72.847281"
"Mallet Bunder, Railway Crossing (BEST)","18.958929,72.846055"
Malvani Akashwani (BEST),"19.196384,72.810995"
"Malvani Block No.5, Police Station (BEST)","19.191966,72.821972"
Malvani Block No.6 (BEST),"19.1892,72.819788"
Malvani Block No.7 (BEST),"19.186336,72.818839"
Malvani Depot (BEST),"19.181964,72.819451"
"Malvani Depot, Gaikwad Nagar (BEST)","19.183635,72.819136"
"Malvani Village, Malvani Church (BEST)","19.196419,72.808789"
Mama Hotel (BEST),"19.072305,72.827402"
Manav Kalyan Kendra (BEST),"19.24578,72.861058"
Mandala (BEST),"19.041743,72.93564"
Mandapeshwar (Metro),"19.25748483,72.86595083"
Mandavi Police Station (VVMT),"19.47599038,72.90142742"
Mandli Talao (BEST),"19.299696,72.849294"
Mandvi Post Office (BEST),"18.956129,72.832631"
"Mandvi Post Office, Minara Masjid (BEST)","18.955732,72.832879"
Manekji Cooper School (BEST),"19.088295,72.827199"
Maneklal Municipal School (BEST),"19.089915,72.902582"
Mangaldas Market (BEST),"18.948205,72.831498"
Mangatram Petrolpump (BEST),"19.13895,72.930968"
Manikpur (VVMT),"19.37579894,72.82584359"
Manisha Nagar (Kalwa) (BEST),"19.196894,72.990996"
Mankhurd (Local-Habr),"19.04826092,72.93211988"
Mankhurd Octroi Naka (BEST),"19.05779,72.956235"
Mankhurd Station (North) (BEST),"19.050353,72.933995"
Mankhurd Station (South) (BEST),"19.042673,72.930415"
Mano-Bina Apartments (BEST),"19.116157,72.840967"
Manorugnalay (VVMT),"19.18385164,72.96530414"
Manpada (BEST),"19.235236,72.976318"
Mansarovar (Local-Habr),"19.01644602,73.08067344"
Mansi Plaza (BEST),"19.244976,72.846373"
Mansukh Dyeing Company (BEST),"19.129483,72.933631"
Mantralaya (BEST),"18.928261,72.823966"
Manvel Pada Naka (VVMT),"19.44471746,72.82122248"
Maratha Colony (BEST),"19.075091,72.846565"
Marathi Vidnyan Parishad (Chunabhatti) (BEST),"19.053309,72.878834"
Marathi Vidyalaya (Ghatkopar-E) (BEST),"19.088528,72.916951"
Marathon Chowk (Teen Hath Naka) (BEST),"19.189452,72.963221"
Marawali Church (BEST),"19.040884,72.894031"
Mariamman Mandir (BEST),"19.189104,72.83715"
Marine Drive (BEST),"18.941469,72.823671"
Marine Lines (Local-WR),"18.9457922,72.82378126"
Marine Lines Railway Station (BEST),"18.944262,72.825102"
Marine Lines Railway Station (Kala Niketan) (BEST),"18.941309,72.826538"
Marol Bhavan (BEST),"19.102477,72.888266"
Marol Depot (BEST),"19.117914,72.865145"
Marol Lions Club (BEST),"19.109852,72.875319"
Marol Maroshi Bus Station (BEST),"19.118066,72.880171"
Marol Naka (Metro),"19.103528,72.887962"
"Marol Naka, Mata Ramabai Ambedkar Chowk (BEST)","19.110034,72.878398"
Marol Pipeline (BEST),"19.110916,72.872191"
Marol Village (BEST),"19.112094,72.87891"
"Marol Village, Lokbharthi (BEST)","19.113422,72.880097"
"Marolnaka, Mata Ramabai Ambedkar Chowk (BEST)","19.108517,72.880907"
"Maroshi Naka, Picnic Point (BEST)","19.136442,72.881854"
Marshal Wadi (BEST),"19.180302,72.797765"
Marva Industrial Estate (BEST),"19.111727,72.886599"
Marve Beach-Essel World (BEST),"19.198958,72.798812"
"Marve Road Naka, Swami Shivanand Chowk (BEST)","19.191468,72.845962"
Marve Village (BEST),"19.194956,72.799501"
Marwah Road Junction (Saki Vihar Road) (BEST),"19.109216,72.887626"
Mary Immaculate School (BEST),"19.247926,72.853771"
"Masina Hospital, Rustom Baug (BEST)","18.975899,72.837402"
Masjid (Local-CR),"18.95171871,72.83826298"
Mastan Talao (BEST),"18.964981,72.830536"
Master Wadi (BEST),"19.15238,72.790378"
"Mathadi Bhavan, Commodity Exchange (BEST)","19.078995,73.009151"
Matheran (Local-Nrl-Mae),"18.988636,73.2703781"
Matruchaya (Guruprasad Society) (BEST),"19.103497,72.850233"
Matunga (Local-CR),"19.02768,72.8502918"
Matunga (W) (BEST),"19.03033004,72.84763603"
Matunga Labour Camp (BEST),"19.038416,72.853221"
Matunga Police Station (Kings Circle Station) (BEST),"19.030586,72.857747"
Matunga Post Office (BEST),"19.027603,72.85338"
Matunga Railway Phatak (E) (BEST),"19.032644,72.854298"
Matunga Road (Local-WR),"19.02855998,72.84702487"
Matunga Station (E) (BEST),"19.027583,72.851233"
Matunga Station (W) (BEST),"19.03043699,72.84736203"
Maxus Mall (Bhayander-W) (BEST),"19.294755,72.850258"
Mayda Naka (VVMT),"19.48242194,72.97715017"
Mayur Nagar (Aarey Colony) (BEST),"19.155659,72.884317"
Mazgaon Court (BEST),"18.968718,72.83868"
Mazgaon Dock (BEST),"18.96576,72.846706"
Mazgaon Post Office (BEST),"18.970986,72.840454"
M-East Ward Office (Govandi-West) (BEST),"19.056187,72.921349"
Meenatai Thackeray Maidan (Anacin Company) (BEST),"19.099504,72.917661"
Mega Mart (BEST),"19.091734,73.005516"
Meghwadi (Dharavi) (BEST),"19.033732,72.85075896"
Mehrabad Baug (BEST),"19.1438,72.839008"
Merchant Brothers (BEST),"19.20757,72.824812"
Mercury Building (BEST),"19.210148,72.875011"
Merind Company (BEST),"19.161835,72.94415"
Metro Playing Cards (BEST),"19.073785,72.869028"
Mhada Colony (Andheri-W) (BEST),"19.134133,72.826279"
Mhada Colony (Chandivali) (BEST),"19.111288,72.896787"
Mhada Colony (Four Bungalows) (BEST),"19.138006,72.822473"
Mhada Colony (Hiranandani-Powai) (BEST),"19.115229,72.905149"
Mhada Colony (Kandivali-E) (BEST),"19.19570097,72.87231797"
Mhada Colony (Majas) (BEST),"19.134104,72.866371"
Mhada Colony (Oshiwara) (BEST),"19.134143,72.826288"
Mhada Colony (Shimpavali) (BEST),"19.21972,72.836129"
Mhada Colony (Shivaji Nagar) (BEST),"19.063114,72.915456"
Mhada Colony Bus Station (Mulund-E) (BEST),"19.169433,72.96805"
"Mhada Colony, Malvani (BEST)","19.178915,72.813559"
Mhada Office (Mulund-E) (BEST),"19.166099,72.965502"
Mhadeshwar Mandir (BEST),"19.136806,72.823491"
Mhatre Pen Company (BEST),"19.013563,72.837498"
Milan Subway (BEST),"19.090547,72.844112"
Milap Talkies (BEST),"19.196248,72.847519"
Milind Nagar (Bhandup-W) (BEST),"19.158446,72.932077"
Milind Nagar (Powai) (BEST),"19.126472,72.889985"
Military Camp (Kalina) (BEST),"19.081901,72.858238"
Military Outpost (Kalina) (BEST),"19.080573,72.859056"
Millat Nagar (BEST),"19.14933,72.828557"
Millennium Business Park (Mahape) (BEST),"19.11238333,73.01678333"
Minerva Cinema (BEST),"18.963653,72.817784"
Minerva Talkies (BEST),"18.964584,72.818553"
Mini Nagar (BEST),"19.24965,72.867448"
Miniland Society (Bhandup-W) (BEST),"19.146864,72.933504"
Mint Colony (BEST),"18.994424,72.844322"
Mint Colony (Mono),"18.994503,72.843311"
Mira Gaonthan (BEST),"19.26755,72.876998"
Mira Road (Local-WR),"19.28074437,72.85605191"
Mira Road Market (BEST),"19.278454,72.85828"
Mira Road Sector 8 (BEST),"19.277211,72.86552"
Mira Road Station (BEST),"19.281462,72.858059"
Mira Road Station (E) (BEST),"19.281616,72.857935"
Mira-Bhayander Municipal Head Office (BEST),"19.301683,72.848408"
"Mith Chowky, Kavi.V.R.Kant Chowk (BEST)","19.194604,72.833875"
Mitha Nagar (Goregaon-W) (BEST),"19.163222,72.837045"
Mithagar (BEST),"19.163407,72.954845"
Mithagar (Mulund-E) (BEST),"19.165431,72.964152"
Mithibai College (BEST),"19.103597,72.836937"
Mittal Estate (Marol) (BEST),"19.107588,72.883664"
Model Town (Jogeshwari-E) (BEST),"19.132696,72.869804"
Model Town (Mulund-W) (BEST),"19.18466667,72.94431667"
"Modern Bakery, Reservior (BEST)","19.144634,72.877791"
Modern Usha Colony (BEST),"19.190132,72.83422"
Mogra (Metro),"19.12961057,72.85524892"
Mohammad Estate (BEST),"19.073632,72.871204"
Mohili Village (BEST),"19.098575,72.892658"
Mohite Patil Nagar (Mankhurd) (BEST),"19.053479,72.935116"
Monginis (Andheri-W) (BEST),"19.138456,72.831883"
Mora Village (BEST),"19.11783099,72.82143597"
Morarji Nagar (Powai) (BEST),"19.133783,72.897548"
More Mall (BEST),"19.214699,72.83987"
Moregaon Talav (VVMT),"19.43587505,72.82263868"
Moreshwar Vidyalay (VVMT),"19.43338614,72.8233897"
Moriya Naka (VVMT),"19.40825935,72.87141164"
Moti Mahal (Bandra-W) (BEST),"19.059399,72.832647"
Motilal Nagar No.2 (BEST),"19.164295,72.834972"
Motilal Nagar Post Office (BEST),"19.159095,72.84049"
"Mount Carmel Church, Lilavati Hospital (BEST)","19.050903,72.827448"
Mount Mary Steps (Municipal Garden) (BEST),"19.04821,72.825977"
Mount Poinsur Church (BEST),"19.244474,72.851975"
Movie Star Talkies (Goregaon-W) (BEST),"19.15178333,72.8465"
Movie Time Cinema (Malad-W) (BEST),"19.188985,72.83503"
Mruchchawa College (VVMT),"19.26295699,72.96822051"
Muchhala College (BEST),"19.262763,72.968264"
Mukesh Chowk (Kemps Corner) (BEST),"18.964418,72.804063"
"Mukesh Chowk (Umar Park, Tata Garden) (BEST)","18.966351,72.80352"
Mukti Wadi (VVMT),"19.3515684,72.79361236"
"Mukund Company, P.W.D.Office (Kamani) (BEST)","19.08468,72.889946"
Mulla Bag (VVMT),"19.23916451,72.97565"
Mulla Baug (BEST),"19.239292,72.975795"
"Mulund (E) Toll Naka, Mhada Colony (BEST)","19.16988999,72.96710598"
Mulund (Local-CR),"19.17215761,72.95680668"
Mulund (W) Mcgm Garden (BEST),"19.175883,72.948721"
Mulund Checknaka Signal (VVMT),"19.18306342,72.95358103"
Mulund Colony (BEST),"19.174617,72.93717"
Mulund Court (BEST),"19.174501,72.958115"
Mulund Depot (BEST),"19.175865,72.947999"
Mulund Railway Station (W) (BEST),"19.17285,72.95575"
Mulund Railway Station(E) (VVMT),"19.17178642,72.95815061"
Mulund Railway Station(W) (VVMT),"19.17357851,72.95625328"
Mulund Sonapur (BEST),"19.178521,72.953808"
Mulund Station (E) (BEST),"19.170779,72.956175"
Mulund Stn - E (BEST),"19.17161,72.956755"
Mumbai Central (Local-WR),"18.9708683,72.81938846"
Mumbai Central Depot (BEST),"18.968202,72.824456"
Mumbai Central Station (BEST),"18.968715,72.822053"
"Mumbai Central Station, Reserve Bank (BEST)","18.969952,72.821387"
Mumbai Cricket Association East Gate (BEST),"19.059094,72.866214"
Mumbai Csmt (Local-Habr),"18.94226995,72.83594103"
Mumbai Gymkhana (BEST),"18.938104,72.830414"
Mumbra (Local-CR),"19.19014893,73.02329043"
Municipal Colony (Vikhroli-W) (BEST),"19.103606,72.916139"
Municipal Colony Sector -B (Goregaon-E) (BEST),"19.173462,72.877587"
Municipal Colony Sector -D (Goregaon-E) (BEST),"19.173264,72.879498"
Municipal Dispensary (Vakola) (BEST),"19.08243333,72.85041667"
Municipal English School (BEST),"19.214431,72.876853"
Municipal Garage (Worli) (BEST),"18.995337,72.81903"
Municipal Garden (Borivali -W) (BEST),"19.238122,72.849811"
Municipal Garden (Vikhroli-W) (BEST),"19.109993,72.917801"
"Municipal Garden, Band Stand (Bandra-W) (BEST)","19.046362,72.819614"
Municipal Hospital (Borivali -W) (BEST),"19.252554,72.858714"
Municipal Hospital (Mulund-E) (BEST),"19.171999,72.959959"
Municipal Hospital (VVMT),"19.1719646,72.9597938"
Municipal Library (Chembur) (BEST),"19.087887,72.917797"
"Municipal Market, Saibaba Mandir-(Borivali -E) (BEST)","19.241357,72.868603"
"Municipal Office, Bhabha Hospital (Bandra-W) (BEST)","19.057241,72.83396"
Municipal School (Antop Hill) (BEST),"19.025361,72.868665"
Municipal School (Kurla-E) (BEST),"19.067556,72.893275"
Municipal School (Mulund-W) (BEST),"19.180897,72.953865"
"Municipal School, Chinchvali Bunder (BEST)","19.178918,72.843081"
"Municipal Ward Office, Dr.Ambedkar Garden (Chembur) (BEST)","19.060427,72.899191"
"Mustafa Bazar, Savlya Tandel Chowk (BEST)","18.976253,72.839938"
M-West-Mcgm Office (BEST),"19.061294,72.899485"
Mysore Colony (Mono),"19.02776,72.891277"
N.C.P.A. (BEST),"18.926542,72.820275"
N.G.Park (BEST),"19.242984,72.871437"
N.L.Complex Junction (Dahisar-E) (BEST),"19.259504,72.864997"
"N.L.Complex, Riddhi Siddhi Society (Dahisar-E) (BEST)","19.26095,72.86565"
N.L.Vidyalaya (Malad-W) (BEST),"19.192968,72.847007"
N.M.Joshi Marg Police Station (BEST),"18.991353,72.831465"
N.S.C Compound (Goregaon-E) (BEST),"19.149619,72.85659"
Naagri Niwara 1 & 2 (BEST),"19.172424,72.88005"
Nabard Nagar (BEST),"19.207731,72.866273"
Nadkarni Park (BEST),"19.017806,72.862305"
Nadkarni Park Welfare Centre (BEST),"19.016144,72.863104"
Nafa (BEST),"19.071089,72.863081"
Nagbaba Mandir (Kailas Complex) (BEST),"19.114221,72.917495"
Nagindas Pada (VVMT),"19.43128167,72.8232395"
Nagothane (Local-Pnvl-Bsr),"18.54061369,73.1407493"
Nagpada Police Hospital (BEST),"18.965885,72.831579"
Nagpada Police Station (BEST),"18.966652,72.829765"
Nagri Niwara Building No.16-C (BEST),"19.175152,72.879906"
Nagri Niwara Plot No.5 (BEST),"19.176137,72.879886"
Nagri Niwara Vidyalaya (BEST),"19.174989,72.878138"
Nahar Estate (BEST),"19.105642,72.89697"
Nahur (Local-CR),"19.15453102,72.94662571"
Nahur Railway Station (BEST),"19.153451,72.943618"
Nahur Station (E) (BEST),"19.154373,72.94704"
"Nahur Village, Mehul Cinema (BEST)","19.165891,72.949093"
Naigaon (Local-WR),"19.35157877,72.84615912"
Naigaon (Mono),"19.009529,72.847878"
Naigaon Police Colony (BEST),"19.007489,72.847171"
Naigaon Station East (VVMT),"19.35205159,72.84997065"
Naigoan Station (W) (VVMT),"19.35029321,72.84613746"
Naik Nagar (Dharavi) (BEST),"19.050953,72.86467"
Naik Nagar (Kurla-E) (BEST),"19.060077,72.883429"
Nair Hospital (BEST),"18.973784,72.822666"
Nalanda (Cumballa Hill) (BEST),"18.967114,72.807982"
Nalanda Society (Ghatkopar-E) (BEST),"19.074831,72.912926"
Nalasopara (E) Station (VVMT),"19.42074532,72.81932473"
Nalasopara Phata (VVMT),"19.44029644,72.87795574"
Nalasopara Police Station (W) (VVMT),"19.4195817,72.80631065"
Nalasopara Railway Station(E) (VVMT),"19.42090526,72.82028702"
Nalasopara Station (E) (VVMT),"19.420636,72.81943476"
Nallasopara (Local-WR),"19.41758324,72.8189858"
Namaskar (BEST),"19.138497,72.870789"
Nana Chowk (BEST),"18.961925,72.8147"
"Nana Chowk, Shastri Hall (BEST)","18.963613,72.813283"
Nana-Nani Park (Versova) (BEST),"19.127407,72.818861"
Nanavati Hospital (BEST),"19.095052,72.839519"
Nandakhal Naka (VVMT),"19.44318329,72.78285523"
Nane Pada Junction (BEST),"19.167174,72.953951"
Nani Pada Junc (BEST),"19.167581,72.953456"
Narangi Phata (VVMT),"19.46659728,72.81559518"
Narayan Dabholkar Marg (BEST),"18.950777,72.793688"
Narayan Guru High School (Chembur-W) (BEST),"19.061044,72.908578"
Narayan Nagar (Ghatkopar-E) (BEST),"19.085829,72.894991"
Narayan Pujari Nagar (Worli) (BEST),"18.994619,72.813797"
Nardas Nagar (BEST),"19.151597,72.928551"
Narmadeshwar Mandir (BEST),"19.040868,72.939772"
Narsing Dube Charitable (VVMT),"19.43270482,72.85172582"
Narsipada (BEST),"19.201389,72.864993"
Natasha Tower (BEST),"19.126388,72.821551"
Nathu Joma Patil Chowk (BEST),"19.060655,73.01402"
National (Hinduja) Hospital (BEST),"19.032075,72.839593"
National Association For Blind (Nab) (BEST),"19.011018,72.816234"
National College (Bandra-W) (BEST),"19.063223,72.837347"
National Dairy (BEST),"19.191451,72.83383"
National Park Gate (BEST),"19.230767,72.864966"
Natraj Studio (BEST),"19.117177,72.854263"
Nav Society (BEST),"19.102252,72.853199"
Nava Gaon (Dahisar-W) (BEST),"19.251368,72.853864"
Nava Sheva (Local-Bsu),"18.8983112,72.9877382"
Navade Road (Local-Pnvl-Bsr),"19.053374,73.103183"
Navapada (Vidyavihar-W) (BEST),"19.082394,72.889938"
Navapada Unit No.5 (Aarey Colony) (BEST),"19.157697,72.875998"
Navghar Naka (Bhayandar) (BEST),"19.307817,72.863086"
Navghar Road (Mulund-E) (BEST),"19.16787,72.961718"
Navjeevan Nagar (Goregaon-E) (BEST),"19.1528,72.8804"
Navjeevan Society (Chembur) (BEST),"19.047533,72.89342"
Navjeevan Society (Kurla-W) (BEST),"19.077873,72.880228"
Navjeevan Society (Tardeo) (BEST),"18.965316,72.819511"
Navjeevan Vidyamandir (Bhandup-W) (BEST),"19.151633,72.92992"
Navpur (VVMT),"19.4451141,72.75905091"
Navrang Hotel (BEST),"19.039374,73.067326"
Navrang Talkies (Andheri-W) (BEST),"19.124342,72.841313"
"Navsena Gate, Kirol Village (BEST)","19.08255,72.895724"
Navy Nagar (Colaba) (BEST),"18.90748,72.808967"
Navy Nagar (Malad-W) (BEST),"19.187316,72.838615"
Nawab Tank Marg (BEST),"18.965551,72.844959"
Neelkamal Naka (BEST),"19.27341667,72.88541667"
Nehru Nagar  (Kurla-E) Building No.36 (BEST),"19.063509,72.8811"
Nehru Nagar  (Kurla-E) Municipal School (BEST),"19.060817,72.881329"
"Nehru Nagar  (Kurla-E), Shantaram Raut Chowk (BEST)","19.061395,72.880008"
"Nehru Nagar  (Kurla-E), Tilak Nagar Junction (BEST)","19.068337,72.888138"
Nehru Nagar (Dharavi) (BEST),"19.045494,72.859163"
Nehru Nagar (Kurla-E) (BEST),"19.06352,72.885385"
Nehru Planetarium (Worli) (BEST),"18.98956,72.813783"
"Nehru Planetarium, N.S.C.I (Worli) (BEST)","18.98694,72.814194"
Neighbour Hood Society (BEST),"19.195577,72.878023"
Nelco (BEST),"19.117163,72.862845"
Nensey Colony (BEST),"19.238328,72.864439"
Neral (Local-Nrl-Mae),"19.0267077,73.31860344"
Nerul (Local-Trans),"19.03374383,73.01821362"
Nerul Bus Station (BEST),"19.03982,73.019903"
Nerul Gymkhana (BEST),"19.026306,73.015833"
Nerul Naka (BEST),"19.04598,73.024513"
Nerul Railway Station (BEST),"19.034274,73.017194"
Nerul Sector 2 (BEST),"19.044618,73.017777"
Nerul Sector 42 (BEST),"19.015691,73.014984"
"Nerul Sector 46, 48 (BEST)","19.009313,73.015666"
Nerul Village (BEST),"19.036651,73.015133"
Netaji Subhashchandra Bose Sports Complex (BEST),"19.2123,72.845235"
